season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attOneOnOne,attPenPost,attPenTarget,attemptedTackleFoul,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,contentiousDecision,leftsidePass,overrun,putThrough,rightsidePass,successfulPutThrough,unsuccessfulTouch,attOboxOwnGoal,fiftyFifty,successfulFiftyFifty,attLgLeft,attPenMiss,attLgRight,totalDistance
2016-17,855274,11.0,2016-11-05 15:00:00,90,Burnley,Home,102.0,11.0,,5.0,5.0,3.0,,117.0,,1.0,1.0,16.0,2.0,39.0,214.0,,,10.0,27.0,20.0,7.0,,,1.0,,,,,,,1.0,,,14.0,,,,,,8.0,8.0,9.0,5.0,,58.0,4.0,1.0,14.0,,4.0,6.0,4.0,,7.0,2.0,59.0,57.0,4.0,44.0,35.0,,,,,,,,56.0,11.0,12.0,1.0,,2.0,2.0,,158.0,2.0,,2.0,2.0,,1.0,7.0,,,3.0,2.0,,,,1.0,35.0,,8.0,8.0,2.0,,1.0,99.0,48.0,7.0,1.0,3.0,6.0,7.0,301.0,,,4.0,,40.0,45.0,25.0,1.0,1.0,1.0,,,148.0,148.0,1.0,26.0,17.0,38.2,,,,,0.0,,,,3.0,,3.0,,,1.0,6.0,,,3.0,36.0,203.0,9.0,130.0,26.0,44.0,5.0,4.0,16.0,12.0,2.0,80.0,20.0,214.0,2.0,1.0,42.0,2.0,87.0,3.0,328.0,,0.0,14.0,23.0,,15.0,1.0,514.0,13.0,,4.0,4.0,19.0,0.0,,,,6.0,42.0,1.0,,2.0,18.0,1.0,65.0,2.0,18.0,63.0,10.0,5.0,,,,,,,
2016-17,855291,12.0,2016-11-21 20:00:00,90,Burnley,Away,196.0,26.0,,3.0,3.0,2.0,,196.0,6.0,,12.0,12.0,9.0,47.0,389.0,,,15.0,26.0,28.0,4.0,,,,,,,1.0,1.0,,,,,3.0,,,,,1.0,7.0,9.0,2.0,3.0,,53.0,3.0,1.0,8.0,,3.0,7.0,8.0,,6.0,1.0,56.0,52.0,3.0,38.0,29.0,,3.0,,,,,,75.0,12.0,12.0,,,2.0,1.0,1.0,156.0,,,,,,,10.0,,,,2.0,,,,,29.0,1.0,9.0,9.0,1.0,,12.0,76.0,44.0,4.0,,2.0,2.0,2.0,454.0,,,2.0,,49.0,66.0,33.0,,,,,,134.0,134.0,5.0,17.0,19.0,54.5,,,,,0.0,,,,,2.0,2.0,,,,2.0,,,3.0,82.0,369.0,4.0,212.0,43.0,38.0,6.0,2.0,18.0,16.0,,134.0,13.0,288.0,2.0,,27.0,9.0,83.0,3.0,482.0,,0.0,5.0,10.0,1.0,15.0,0.0,654.0,13.0,,2.0,3.0,8.0,0.0,,,,7.0,73.0,1.0,1.0,,14.0,,117.0,2.0,14.0,136.0,8.0,11.0,,,,,,,
2016-17,855293,13.0,2016-11-26 12:30:00,90,Burnley,Home,54.0,12.0,1.0,5.0,4.0,7.0,1.0,97.0,4.0,1.0,,11.0,3.0,31.0,146.0,,,15.0,30.0,23.0,7.0,,,,,,,,,,,,,3.0,,,,,6.0,12.0,9.0,5.0,5.0,,54.0,9.0,5.0,2.0,,5.0,5.0,4.0,,11.0,3.0,53.0,52.0,9.0,21.0,9.0,1.0,,,,,,,74.0,8.0,14.0,,,5.0,4.0,,144.0,,,,,,,10.0,,,,1.0,,,,1.0,9.0,,19.0,19.0,5.0,,,93.0,36.0,8.0,1.0,,7.0,5.0,234.0,,,8.0,,32.0,40.0,34.0,,,,,,166.0,166.0,2.0,16.0,26.0,33.3,,3.0,,,0.0,,,,1.0,2.0,3.0,,,,,2.0,,3.0,44.0,133.0,7.0,68.0,25.0,21.0,8.0,5.0,18.0,13.0,,113.0,18.0,216.0,1.0,1.0,45.0,3.0,90.0,4.0,266.0,,0.0,10.0,12.0,,19.0,2.0,454.0,20.0,,5.0,5.0,11.0,0.0,,,,3.0,34.0,,,,8.0,1.0,41.0,,8.0,47.0,5.0,11.0,,,,,,,
2016-17,855307,14.0,2016-12-03 15:00:00,90,Burnley,Away,98.0,14.0,4.0,7.0,3.0,5.0,1.0,155.0,3.0,,1.0,15.0,6.0,35.0,246.0,,,19.0,26.0,30.0,8.0,2.0,4.0,,,,,,2.0,,,,,8.0,,,,,,6.0,4.0,7.0,7.0,,70.0,,5.0,11.0,,9.0,7.0,6.0,,12.0,1.0,67.0,55.0,,36.0,24.0,,,,,,,,80.0,13.0,6.0,,,3.0,1.0,2.0,138.0,,,,,,,5.0,,,,1.0,,,,,24.0,,20.0,20.0,1.0,,1.0,73.0,34.0,4.0,,5.0,5.0,4.0,320.0,,,3.0,,49.0,48.0,44.0,,,,,,152.0,152.0,7.0,27.0,29.0,44.1,,,,,0.0,,,,1.0,1.0,2.0,,1.0,,5.0,,,3.0,91.0,235.0,10.0,106.0,30.0,36.0,8.0,9.0,23.0,14.0,,157.0,12.0,256.0,1.0,,39.0,7.0,74.0,5.0,339.0,,0.0,14.0,17.0,1.0,27.0,2.0,545.0,32.0,,3.0,9.0,14.0,0.0,,,,5.0,58.0,,,,9.0,,70.0,2.0,9.0,73.0,3.0,11.0,,,,,,,
2016-17,855313,15.0,2016-12-10 15:00:00,90,Burnley,Home,52.0,8.0,3.0,6.0,3.0,5.0,1.0,93.0,5.0,,1.0,19.0,1.0,37.0,139.0,,,15.0,35.0,17.0,7.0,4.0,6.0,1.0,,,,,,,,,,6.0,,,,,3.0,8.0,10.0,12.0,3.0,,54.0,7.0,2.0,7.0,,4.0,4.0,1.0,1.0,7.0,2.0,63.0,50.0,7.0,32.0,16.0,,,,,,,,72.0,14.0,17.0,,,1.0,1.0,,146.0,2.0,,,2.0,,,10.0,,,2.0,,,,,,16.0,,20.0,20.0,1.0,,1.0,73.0,31.0,11.0,2.0,5.0,8.0,7.0,209.0,,,6.0,,37.0,30.0,30.0,,,,,,140.0,140.0,3.0,28.0,15.0,30.6,,,,,0.0,,,,1.0,1.0,2.0,,,1.0,6.0,1.0,,3.0,45.0,126.0,13.0,66.0,18.0,32.0,5.0,4.0,10.0,6.0,1.0,106.0,14.0,186.0,,,54.0,3.0,88.0,5.0,242.0,,0.0,15.0,12.0,1.0,20.0,2.0,434.0,27.0,,5.0,4.0,9.0,0.0,,,,10.0,34.0,1.0,1.0,1.0,17.0,,31.0,1.0,17.0,31.0,11.0,15.0,,,,,,,
2016-17,855327,16.0,2016-12-14 19:45:00,90,Burnley,Away,94.0,19.0,1.0,3.0,2.0,8.0,,106.0,5.0,1.0,7.0,8.0,6.0,33.0,197.0,,,18.0,31.0,27.0,4.0,,,,,,,1.0,1.0,,,,,6.0,,,,,1.0,10.0,10.0,3.0,5.0,,50.0,2.0,2.0,6.0,,1.0,6.0,3.0,,5.0,2.0,56.0,48.0,2.0,17.0,10.0,,,,,,,,72.0,15.0,11.0,,,2.0,,1.0,156.0,,,,,,,10.0,,,,,,,,,10.0,,7.0,7.0,,,7.0,79.0,33.0,6.0,,2.0,2.0,2.0,286.0,,,3.0,,34.0,28.0,33.0,,1.0,1.0,1.0,,146.0,146.0,,15.0,20.0,41.6,,,,,0.0,,,,3.0,3.0,6.0,,,,4.0,,,2.0,51.0,183.0,4.0,116.0,39.0,17.0,5.0,1.0,10.0,9.0,,109.0,23.0,206.0,,1.0,31.0,9.0,81.0,3.0,312.0,,0.0,8.0,11.0,,22.0,2.0,453.0,15.0,,3.0,1.0,9.0,0.0,,,,8.0,36.0,1.0,2.0,,14.0,,57.0,,14.0,63.0,8.0,10.0,,,,,,,
2016-17,855339,17.0,2016-12-18 16:00:00,90,Burnley,Away,88.0,16.0,,3.0,3.0,4.0,,117.0,5.0,,1.0,15.0,10.0,32.0,202.0,,,9.0,24.0,19.0,1.0,,,,,,,,,,,,,4.0,,,,,1.0,13.0,17.0,4.0,1.0,,69.0,4.0,2.0,14.0,,2.0,8.0,6.0,,8.0,3.0,65.0,54.0,4.0,36.0,20.0,,1.0,,,,,,66.0,11.0,10.0,1.0,,1.0,1.0,,159.0,,,,,,,13.0,,,1.0,1.0,,,,,20.0,,16.0,16.0,4.0,,1.0,99.0,38.0,11.0,,,1.0,2.0,293.0,,,9.0,,56.0,52.0,20.0,,,,,,173.0,173.0,6.0,26.0,24.0,39.8,,3.0,,,0.0,,,,3.0,4.0,7.0,,1.0,,1.0,,,3.0,43.0,188.0,1.0,104.0,33.0,36.0,13.0,2.0,17.0,15.0,,101.0,16.0,238.0,1.0,,53.0,10.0,98.0,2.0,325.0,,0.0,5.0,22.0,,16.0,2.0,522.0,17.0,,5.0,2.0,18.0,0.0,,,,5.0,46.0,1.0,1.0,1.0,24.0,1.0,58.0,,24.0,62.0,11.0,11.0,,,,,,,
2016-17,855343,18.0,2016-12-26 15:00:00,90,Burnley,Home,84.0,18.0,,,,4.0,,106.0,4.0,,7.0,16.0,9.0,34.0,190.0,,,19.0,24.0,25.0,3.0,,1.0,,,,,1.0,1.0,,,,,2.0,,,,,2.0,4.0,4.0,2.0,4.0,,66.0,,,13.0,,7.0,7.0,2.0,,8.0,1.0,61.0,55.0,,14.0,7.0,,,,,,,,77.0,17.0,18.0,1.0,,4.0,2.0,1.0,172.0,1.0,,1.0,,1.0,,8.0,,,,2.0,,,,1.0,7.0,,15.0,15.0,4.0,,7.0,99.0,42.0,3.0,,,4.0,4.0,290.0,,,1.0,,43.0,25.0,35.0,,,,,,186.0,186.0,3.0,15.0,34.0,45.6,,,,,0.0,,,,1.0,1.0,2.0,,1.0,,2.0,,,3.0,49.0,173.0,4.0,111.0,41.0,14.0,9.0,6.0,17.0,11.0,,115.0,16.0,227.0,2.0,,42.0,11.0,81.0,3.0,321.0,,0.0,6.0,10.0,,26.0,6.0,496.0,13.0,,6.0,7.0,6.0,0.0,,,,8.0,43.0,,,,16.0,,55.0,,16.0,51.0,6.0,17.0,,,,,,,
2016-17,855353,19.0,2016-12-31 15:00:00,90,Burnley,Home,117.0,12.0,1.0,4.0,3.0,2.0,,120.0,2.0,,4.0,14.0,5.0,37.0,233.0,,2.0,17.0,18.0,11.0,11.0,1.0,1.0,,,,,,,,,,,13.0,1.0,,,,1.0,5.0,6.0,11.0,5.0,,74.0,3.0,2.0,16.0,,6.0,11.0,5.0,,10.0,,53.0,47.0,3.0,10.0,3.0,,1.0,,,,,,70.0,10.0,9.0,4.0,,3.0,,,171.0,2.0,,2.0,2.0,,,7.0,,,3.0,,,,,1.0,3.0,,12.0,12.0,4.0,,4.0,102.0,42.0,2.0,,8.0,6.0,6.0,322.0,,,3.0,,40.0,43.0,33.0,,,,,1.0,166.0,166.0,3.0,36.0,26.0,45.8,,,,,0.0,,,,1.0,1.0,2.0,,,,8.0,,,3.0,59.0,222.0,14.0,141.0,30.0,10.0,8.0,6.0,22.0,16.0,,107.0,8.0,225.0,,,49.0,5.0,96.0,3.0,344.0,,0.0,16.0,21.0,2.0,25.0,1.0,518.0,20.0,,6.0,6.0,17.0,0.0,2.0,,,3.0,51.0,2.0,,4.0,10.0,,60.0,,10.0,62.0,5.0,14.0,,,,,,,
2016-17,855365,20.0,2017-01-02 15:00:00,90,Burnley,Away,142.0,17.0,3.0,8.0,5.0,2.0,,113.0,5.0,,1.0,5.0,10.0,44.0,247.0,,,20.0,34.0,31.0,5.0,1.0,4.0,,,,,,2.0,,,,,5.0,,,,,,5.0,9.0,6.0,5.0,,48.0,,2.0,9.0,,8.0,14.0,3.0,1.0,5.0,1.0,62.0,66.0,,19.0,10.0,1.0,,,,,,,69.0,11.0,11.0,,,4.0,1.0,2.0,150.0,,,,,,,8.0,,,,,,,,,10.0,,12.0,12.0,1.0,,1.0,79.0,31.0,8.0,,3.0,3.0,3.0,333.0,,,7.0,,39.0,48.0,39.0,,,,,,157.0,157.0,1.0,21.0,21.0,45.0,,,,,0.0,,,,,1.0,1.0,,1.0,,6.0,,,3.0,55.0,235.0,6.0,160.0,32.0,19.0,11.0,7.0,25.0,18.0,,116.0,9.0,222.0,,,34.0,10.0,89.0,3.0,357.0,,0.0,11.0,15.0,,24.0,3.0,534.0,18.0,,7.0,8.0,10.0,0.0,,,,6.0,55.0,,,,18.0,,78.0,1.0,18.0,74.0,9.0,13.0,,,,,,,
2016-17,855372,21.0,2017-01-14 15:00:00,90,Burnley,Home,92.0,6.0,1.0,1.0,,8.0,,88.0,2.0,2.0,4.0,11.0,7.0,23.0,179.0,1.0,,21.0,32.0,22.0,4.0,2.0,1.0,1.0,1.0,,,1.0,3.0,,,,,4.0,,,,,1.0,15.0,5.0,2.0,7.0,,66.0,9.0,2.0,10.0,,2.0,7.0,5.0,,10.0,1.0,66.0,53.0,9.0,47.0,26.0,,,,,,,,65.0,14.0,13.0,,,4.0,1.0,3.0,134.0,,,,,,,11.0,,,,,,,,,26.0,,12.0,12.0,2.0,,4.0,81.0,32.0,7.0,,3.0,3.0,3.0,264.0,,,8.0,,52.0,33.0,21.0,,,,,,161.0,161.0,3.0,22.0,33.0,40.9,,,,1.0,0.0,,,,3.0,2.0,5.0,,,1.0,4.0,1.0,,3.0,47.0,168.0,6.0,110.0,14.0,47.0,10.0,2.0,15.0,13.0,1.0,109.0,17.0,197.0,,2.0,47.0,8.0,81.0,,292.0,1.0,0.0,9.0,12.0,,27.0,1.0,509.0,8.0,,7.0,2.0,8.0,0.0,,,,8.0,35.0,,,,17.0,,69.0,3.0,17.0,54.0,8.0,12.0,,,,,,,
2016-17,855383,22.0,2017-01-22 14:15:00,90,Burnley,Away,82.0,15.0,2.0,5.0,3.0,1.0,,81.0,3.0,,4.0,12.0,3.0,33.0,158.0,,,6.0,17.0,13.0,5.0,2.0,2.0,,,,,1.0,1.0,,,,,8.0,1.0,,,,1.0,15.0,9.0,7.0,6.0,,54.0,3.0,3.0,16.0,,4.0,6.0,9.0,,10.0,5.0,54.0,53.0,3.0,33.0,19.0,,,,,,,,60.0,11.0,11.0,1.0,,3.0,1.0,1.0,108.0,,,,,,,11.0,,,,,,,,,19.0,,15.0,15.0,5.0,,4.0,62.0,23.0,10.0,,1.0,6.0,7.0,206.0,,,8.0,,27.0,28.0,34.0,1.0,1.0,1.0,,1.0,124.0,124.0,4.0,27.0,13.0,30.2,,,,,0.0,,,,2.0,4.0,6.0,,,,3.0,,,3.0,51.0,149.0,7.0,95.0,20.0,33.0,5.0,4.0,20.0,16.0,,94.0,4.0,162.0,,,40.0,3.0,83.0,,237.0,,0.0,13.0,26.0,1.0,10.0,3.0,431.0,23.0,,4.0,4.0,16.0,0.0,,,,7.0,29.0,,,1.0,8.0,1.0,45.0,1.0,8.0,55.0,7.0,14.0,,,,,,,
2016-17,855394,23.0,2017-01-31 19:45:00,90,Burnley,Home,90.0,26.0,6.0,8.0,2.0,10.0,,204.0,,,3.0,11.0,8.0,39.0,286.0,,,34.0,31.0,52.0,14.0,5.0,10.0,,,,,,,,,,,11.0,,,,,2.0,7.0,6.0,15.0,9.0,,54.0,3.0,9.0,7.0,,10.0,9.0,10.0,,9.0,,53.0,81.0,3.0,38.0,28.0,,2.0,,,,,,104.0,4.0,8.0,,,2.0,,,192.0,1.0,,1.0,,1.0,,2.0,,,,1.0,,,,1.0,28.0,,7.0,7.0,,,3.0,106.0,51.0,2.0,,11.0,9.0,3.0,400.0,,,5.0,,55.0,57.0,50.0,,,,,,193.0,193.0,1.0,18.0,18.0,59.9,,,,1.0,0.0,,,,1.0,4.0,5.0,,,,12.0,1.0,,3.0,95.0,278.0,20.0,114.0,51.0,38.0,8.0,10.0,29.0,19.0,,167.0,18.0,337.0,1.0,,50.0,8.0,98.0,1.0,422.0,,0.0,24.0,16.0,1.0,40.0,1.0,659.0,32.0,,5.0,10.0,9.0,0.0,,,,3.0,59.0,1.0,,1.0,22.0,,88.0,2.0,22.0,83.0,5.0,15.0,,,,,,,
2016-17,855410,24.0,2017-02-04 15:00:00,90,Burnley,Away,122.0,12.0,2.0,3.0,1.0,3.0,,85.0,1.0,,4.0,14.0,3.0,34.0,204.0,,,14.0,25.0,34.0,3.0,2.0,3.0,,,,,1.0,1.0,,,,,4.0,1.0,,,,2.0,7.0,9.0,5.0,6.0,,80.0,1.0,3.0,8.0,,6.0,4.0,4.0,,12.0,3.0,56.0,72.0,1.0,25.0,13.0,,,,,,,,68.0,10.0,10.0,1.0,,3.0,,1.0,176.0,,,,,,,4.0,,,,,,,,1.0,13.0,,13.0,13.0,3.0,,4.0,83.0,36.0,3.0,,1.0,4.0,7.0,314.0,,,6.0,,28.0,33.0,26.0,,,,,1.0,180.0,180.0,,45.0,26.0,39.6,,,,1.0,0.0,,,,3.0,2.0,5.0,,,,1.0,,,3.0,35.0,190.0,5.0,175.0,23.0,25.0,6.0,6.0,13.0,8.0,,87.0,7.0,176.0,,,67.0,4.0,102.0,4.0,338.0,,1.0,11.0,24.0,1.0,22.0,0.0,519.0,8.0,,4.0,6.0,16.0,0.0,,,,6.0,49.0,,1.0,1.0,15.0,,56.0,,15.0,57.0,9.0,10.0,,,,,,,
2016-17,855414,25.0,2017-02-12 13:30:00,90,Burnley,Home,86.0,11.0,,3.0,3.0,5.0,,99.0,6.0,,2.0,10.0,4.0,34.0,182.0,,1.0,14.0,14.0,16.0,4.0,,,,1.0,,,,1.0,,,,,6.0,,,,,,7.0,6.0,3.0,4.0,,70.0,1.0,2.0,22.0,,1.0,3.0,3.0,,10.0,1.0,61.0,38.0,1.0,44.0,19.0,,2.0,,,,,,63.0,12.0,10.0,,,1.0,,1.0,140.0,,,,,,,10.0,,,,,,,,1.0,19.0,,19.0,19.0,2.0,,2.0,88.0,34.0,1.0,1.0,1.0,3.0,4.0,266.0,,,5.0,,39.0,47.0,19.0,,,,,,154.0,154.0,3.0,29.0,30.0,28.3,,,1.0,,0.0,,,,1.0,,1.0,,,,1.0,,,2.0,43.0,170.0,4.0,106.0,26.0,44.0,8.0,1.0,7.0,6.0,,103.0,12.0,192.0,,,48.0,4.0,88.0,3.0,291.0,,0.0,7.0,10.0,1.0,22.0,3.0,479.0,18.0,,4.0,1.0,4.0,0.0,,,,7.0,38.0,1.0,2.0,,17.0,,54.0,1.0,17.0,59.0,11.0,15.0,,,,,,,
2016-17,855425,26.0,2017-02-25 15:00:00,90,Burnley,Away,67.0,15.0,2.0,4.0,2.0,2.0,,73.0,6.0,,2.0,6.0,5.0,25.0,136.0,,,13.0,28.0,20.0,4.0,1.0,2.0,,,,,,2.0,,,,,5.0,,,,,2.0,10.0,5.0,5.0,6.0,,54.0,3.0,4.0,6.0,,3.0,8.0,4.0,1.0,8.0,,55.0,42.0,3.0,32.0,18.0,,,,,,,,67.0,13.0,8.0,,,3.0,1.0,2.0,145.0,1.0,1.0,1.0,,1.0,,14.0,,,,2.0,,,,1.0,18.0,1.0,10.0,10.0,,,2.0,90.0,32.0,6.0,,3.0,3.0,3.0,218.0,,,5.0,,41.0,20.0,27.0,1.0,1.0,1.0,,,145.0,145.0,4.0,20.0,21.0,33.2,,,1.0,1.0,0.0,,,,,,,1.0,1.0,,4.0,,,3.0,39.0,127.0,6.0,79.0,29.0,32.0,6.0,3.0,16.0,13.0,,91.0,12.0,177.0,3.0,,42.0,6.0,80.0,6.0,240.0,,1.0,11.0,9.0,,20.0,1.0,409.0,14.0,,5.0,3.0,3.0,0.0,,,,4.0,22.0,1.0,,1.0,9.0,,37.0,1.0,9.0,36.0,8.0,6.0,,,,,,,
2016-17,855437,27.0,2017-03-04 15:00:00,90,Burnley,Away,79.0,4.0,2.0,3.0,1.0,5.0,,86.0,3.0,,,16.0,10.0,24.0,162.0,,,16.0,24.0,26.0,3.0,,,,,,,,,,,,,5.0,1.0,,,,,16.0,8.0,4.0,2.0,,46.0,7.0,,21.0,1.0,2.0,1.0,2.0,,5.0,4.0,66.0,59.0,7.0,64.0,37.0,,,,,,,,61.0,13.0,6.0,2.0,,1.0,,,115.0,1.0,,1.0,1.0,,,11.0,,,1.0,,,,,,37.0,,13.0,13.0,2.0,,,72.0,28.0,10.0,,2.0,2.0,4.0,223.0,,,5.0,,33.0,32.0,12.0,,,,,1.0,116.0,116.0,2.0,24.0,15.0,28.7,,3.0,,2.0,0.0,,,,3.0,3.0,5.0,,,,2.0,,,3.0,39.0,154.0,4.0,91.0,12.0,64.0,4.0,2.0,5.0,3.0,,89.0,14.0,162.0,,,45.0,10.0,75.0,1.0,248.0,,0.0,6.0,27.0,,20.0,2.0,450.0,7.0,,1.0,2.0,18.0,0.0,,,,6.0,39.0,,,1.0,16.0,1.0,53.0,2.0,16.0,41.0,10.0,13.0,,,,,,,
2016-17,855183,28.0,2017-03-12 16:00:00,90,Burnley,Away,88.0,10.0,,3.0,3.0,1.0,,109.0,1.0,,5.0,11.0,2.0,33.0,194.0,,1.0,9.0,26.0,34.0,3.0,1.0,1.0,,,,,,,,,,,2.0,,,,,5.0,6.0,4.0,6.0,5.0,,61.0,4.0,2.0,6.0,,1.0,4.0,10.0,,3.0,1.0,51.0,69.0,4.0,53.0,36.0,,,,,,,,86.0,16.0,12.0,1.0,,1.0,,,132.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,36.0,,12.0,12.0,2.0,,5.0,106.0,40.0,11.0,,4.0,1.0,1.0,283.0,,,5.0,,39.0,47.0,32.0,,,,,,160.0,160.0,3.0,22.0,25.0,36.1,,3.0,,2.0,0.0,,,,1.0,,1.0,,,,8.0,,,3.0,54.0,185.0,5.0,108.0,27.0,53.0,4.0,1.0,15.0,14.0,,120.0,8.0,216.0,,,52.0,2.0,97.0,3.0,309.0,,0.0,11.0,26.0,1.0,17.0,2.0,509.0,16.0,,1.0,1.0,17.0,0.0,,,,8.0,56.0,1.0,,1.0,15.0,,65.0,1.0,15.0,56.0,8.0,15.0,,,,,,,
2016-17,855458,29.0,2017-03-18 15:00:00,90,Burnley,Away,104.0,7.0,4.0,7.0,3.0,7.0,1.0,175.0,4.0,2.0,2.0,16.0,10.0,40.0,272.0,,1.0,20.0,24.0,31.0,9.0,2.0,3.0,,,1.0,,,1.0,,,,,10.0,,,,,2.0,7.0,7.0,9.0,7.0,,58.0,2.0,6.0,4.0,,5.0,5.0,9.0,,9.0,2.0,50.0,59.0,2.0,37.0,28.0,,,,,,,,94.0,7.0,13.0,,,4.0,2.0,1.0,168.0,,,,,,,8.0,,,,1.0,,,,,28.0,,9.0,9.0,1.0,,2.0,95.0,40.0,3.0,,6.0,5.0,3.0,360.0,,,2.0,,58.0,49.0,49.0,,,,,,164.0,164.0,3.0,19.0,27.0,56.0,,,,,0.0,,,,4.0,1.0,5.0,,1.0,,7.0,,,2.0,85.0,260.0,11.0,117.0,18.0,37.0,13.0,5.0,21.0,16.0,,157.0,19.0,288.0,1.0,2.0,56.0,10.0,92.0,1.0,384.0,,0.0,16.0,9.0,1.0,28.0,1.0,589.0,27.0,,7.0,5.0,4.0,0.0,,,,2.0,63.0,1.0,1.0,,7.0,,78.0,2.0,7.0,75.0,5.0,12.0,,,,,,,
2016-17,855463,30.0,2017-04-01 15:00:00,90,Burnley,Home,93.0,18.0,2.0,8.0,6.0,2.0,,163.0,7.0,,3.0,16.0,9.0,40.0,248.0,,,10.0,17.0,24.0,11.0,,2.0,,,,,,,,,,,10.0,,,,,1.0,10.0,9.0,5.0,8.0,,63.0,3.0,5.0,10.0,,3.0,8.0,9.0,,7.0,3.0,48.0,56.0,3.0,27.0,14.0,,3.0,,,,,,88.0,9.0,6.0,,,1.0,,,158.0,,,,,,,11.0,,,,,,,,,14.0,,9.0,9.0,1.0,,3.0,95.0,49.0,7.0,,5.0,6.0,2.0,338.0,,,5.0,,61.0,37.0,39.0,,,,,,161.0,161.0,5.0,24.0,26.0,39.0,,,,,0.0,,,,3.0,2.0,5.0,,2.0,,6.0,,,3.0,85.0,234.0,11.0,107.0,37.0,27.0,8.0,3.0,20.0,17.0,,150.0,11.0,274.0,,,40.0,11.0,79.0,5.0,361.0,,0.0,13.0,24.0,1.0,23.0,2.0,547.0,14.0,,3.0,3.0,17.0,0.0,,,,6.0,54.0,,,,19.0,,80.0,,19.0,69.0,12.0,6.0,,,,,,,
